STARTcounty,area,pla,agr_share_1831,latitude,longitude,valordummy,lLStax_pc,ind_share_1831,cutoff1,cutoff2
"YORKSHIRE, WEST RIDING",.002234126953125,DAVY HALL,,460220.19,451967.16,0,0,,4,4
"YORKSHIRE, WEST RIDING",10.534845,MIDDLETON,.87234044,411740.72,450246.28,1,0,.063829787,4,4
"YORKSHIRE, WEST RIDING",15.654685,ILKLEY,.29090908,411436.97,446849.25,1,2.3978953,.34545454,4,4
"YORKSHIRE, WEST RIDING",11.916075,BRUNTHWAITE,,406495.63,445479.75,0,0,,4,4
"YORKSHIRE, WEST RIDING",10.044201,SILSDEN,.33684212,404532.97,447568.69,0,4.1431346,.23999999,4,4
"YORKSHIRE, WEST RIDING",3.689749,KILDWICK,.46774194,401970.41,446292.03,0,3.2188759,.32258064,4,4
"YORKSHIRE, WEST RIDING",7.792898,BRADLEYS BOTH,.17730497,400710.03,448826.5,0,0,.14893617,4,4
"YORKSHIRE, WEST RIDING",6.121911,GLUSBURN,.25482625,399192.31,445334.59,0,4.5108595,.24324325,4,4
"YORKSHIRE, WEST RIDING",2.1874325,FARNHILL,.1402439,400413.44,446610.28,0,2.2881963,.83536583,4,4
"YORKSHIRE, WEST RIDING",.03648796484375,ST MARTIN (CONEY STREET),.0081967209,460121.03,451926.53,0,0,.49590164,4,4
"YORKSHIRE, WEST RIDING",5.79684,CONONLEY,,398357.75,447203.44,0,0,,4,4
"YORKSHIRE, WEST RIDING",6.581521,SILSDEN MOOR,,403112.41,448784.56,0,0,,4,4
"YORKSHIRE, WEST RIDING",5.5880465,COWLING,,396015.53,444273.16,0,0,,4,4
"YORKSHIRE, WEST RIDING",9.480257999999999,ICKORNSHAW,,395959.53,441820.38,0,2.7472708,,4,4
"YORKSHIRE, WEST RIDING",4.480324,STOTT HILL,,397761.59,442236.59,0,0,,4,4
"YORKSHIRE, WEST RIDING",9.579191,SUTTON,.18587361,399982.38,443094.41,0,3.1918471,.29368031,4,4
"YORKSHIRE, WEST RIDING",8.2312335,STEETON WITH EASTBURN,.12195122,403025.56,443798.25,0,4.0430512,.46341464,4,4
"YORKSHIRE, WEST RIDING",41.639779,KEIGHLEY,.10289389,407293.09,440679.38,0,2.9749291,.84766883,4,4
"YORKSHIRE, WEST RIDING",19.554824,HARDEN,,407134.25,438565.03,0,0,,4,4
"YORKSHIRE, WEST RIDING",1.043306625,BINGLEY,.15686275,410956.72,439091.53,0,3.4776835,.56574392,4,4
"YORKSHIRE, WEST RIDING",.012491625,ST HELEN (STONEGATE),,460160.78,452037.84,0,0,,4,4
"YORKSHIRE, WEST RIDING",22.0313875,MICKLEWAITE,,412099,441336,0,0,,4,4
"YORKSHIRE, WEST RIDING",14.910404,MORTON,,409109.84,443471.09,0,3.4339871,,4,4
"YORKSHIRE, WEST RIDING",12.814623,DENTON,.75555557,414234.34,450414.41,0,1.9459101,.15555556,4,4
"YORKSHIRE, WEST RIDING",12.563911,BURLEY IN WHARFEDALE,,415147.22,445603,0,0,,4,4
"YORKSHIRE, WEST RIDING",10.07695,HAWKSWORTH,.51282054,415795.03,442383.06,1,2.5925374,.3974359,4,4
"YORKSHIRE, WEST RIDING",10.50829,BAILDON,.16548797,414768.09,439661.13,0,1.5505974,.13861386,4,4
"YORKSHIRE, WEST RIDING",2.69276225,ESHOLT,.24038461,418162.66,440537.44,1,0,.51923078,4,4
"YORKSHIRE, WEST RIDING",4.477574,MENSTON,.39772728,416913.75,443722.66,0,2.8903718,.52272725,4,4
"YORKSHIRE, WEST RIDING",9.662853,OTLEY,.1061828,420561.81,445037.84,1,3.0610518,.52553761,4,4
"YORKSHIRE, WEST RIDING",3.7771935,POOL,.36904761,423907.09,444753.81,0,3.0445225,.54761904,4,4
"YORKSHIRE, WEST RIDING",.01692101171875,ST MICHAEL LE BELFREY,0,460229.91,452150.94,0,0,.79255319,4,4
"YORKSHIRE, WEST RIDING",5.6401295,BRAMHOPE,.60784316,424632,443165.53,0,0,.37254903,4,4
"YORKSHIRE, WEST RIDING",6.0414415,NEWALL WITH CLIFTON,.91666669,419575.31,447475.44,1,3.8918202,0,4,4
"YORKSHIRE, WEST RIDING",8.021912,FARNLEY,.71875,421388.53,447834.94,0,4.1896548,.09375,4,4
"YORKSHIRE, WEST RIDING",6.5506145,LINDLEY,.92307693,422449.56,450102.38,0,0,.051282052,4,4
"YORKSHIRE, WEST RIDING",2.039386125,LITTLE TIMBLE,.8888889,418886.69,452896.5,0,0,0,4,4
"YORKSHIRE, WEST RIDING",13.600965,ASKWITH,.81981981,416942.44,449895.63,0,0,.18018018,4,4
"YORKSHIRE, WEST RIDING",5.8735185,WESTON,.82857144,418450.22,448425.09,0,3.0445225,.14285715,4,4
"YORKSHIRE, WEST RIDING",14.321427,CLIFTON WITH NORWOOD,.84313726,420800.44,452897.19,0,0,.088235296,4,4
"YORKSHIRE, WEST RIDING",8.786275,FEWSTON,.40666667,418168.16,455524.91,0,0,.22,4,4
"YORKSHIRE, WEST RIDING",6.166915,GREAT TIMBLE,.11581292,416433.25,453055.91,0,0,.19376393,4,4
"YORKSHIRE, WEST RIDING",.0270518359375,ST WILFRED,,460070.66,452148.03,0,0,,4,4
"YORKSHIRE, WEST RIDING",15.936476,BLUBBERHOUSES,.86666667,414170.84,454725.34,1,0,.1,4,4
"YORKSHIRE, WEST RIDING",26.351022,THRUSCROSS,.33112583,412388.09,458556.72,0,0,.20529801,4,4
"YORKSHIRE, WEST RIDING",20.329386,PANNAL,.56756759,428180.88,453106.75,1,0,.28918919,4,4
"YORKSHIRE, WEST RIDING",12.603197,STAINBURN,.875,424808.31,449669.78,0,0,.1,4,4
"YORKSHIRE, WEST RIDING",12.489682,RIGTON,.83962262,427986.03,450117.72,1,2.5649493,.084905662,4,4
"YORKSHIRE, WEST RIDING",2.34139275,ALTON HEAD,,430832.38,450611,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.36148975,KIRKBY OVERBLOW,.5714286,432617.34,449226.72,0,0,.30952382,4,4
"YORKSHIRE, WEST RIDING",3.981801,SWINDON,.77777779,431328.16,448378.47,0,0,0,4,4
"YORKSHIRE, WEST RIDING",5.8220435,KEARBY WITH NETHERBY,.63793105,433815.56,447323.19,0,2.3978953,.22413793,4,4
"YORKSHIRE, WEST RIDING",3.3691825,SICKLINGHALL,.65625,436307.25,448088,1,0,.328125,4,4
"YORKSHIRE, WEST RIDING",.01933948046875,MINT YARD,,460028.16,452204.47,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.9163875,WOODHALL,,436137.63,446733.5,1,0,,4,4
"YORKSHIRE, WEST RIDING",6.1379995,LEATHLEY,.68000001,424225.41,446672.25,0,2.442347,.25333333,4,4
"YORKSHIRE, WEST RIDING",2.11041975,CASTLEY,.84848487,426453.31,446209.16,0,0,.15151516,4,4
"YORKSHIRE, WEST RIDING",7.660459,ARTHINGTON,,427330.84,444715,1,4.1682143,,4,4
"YORKSHIRE, WEST RIDING",.4649556875,ARTHINGTON,.72000003,426168.09,443411.22,0,0,.15000001,4,4
"YORKSHIRE, WEST RIDING",.9272940625,WEST BREARY,,426301,442194.63,0,0,,4,4
"YORKSHIRE, WEST RIDING",5.3436925,EAST BREARY,,427270.69,440436.72,0,3.4735181,,4,4
"YORKSHIRE, WEST RIDING",7.1202375,ECCUP,.65258217,428866.63,442468.59,0,0,.20657277,4,4
"YORKSHIRE, WEST RIDING",7.4393775,COOKRIDGE,,425413.28,440381.16,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.5762565,WEARDLEY,.92500001,429876.47,444615.75,0,2.0368819,.025,4,4
"YORKSHIRE, WEST RIDING",.0381327568359375,MINSTER YARD WITH BEDERN,0,460494.53,452342.09,1,0,.52068967,4,4
"YORKSHIRE, WEST RIDING",.202210078125,MARYGATE,.14285715,459887.78,452344.34,0,0,.34285715,4,4
"YORKSHIRE, WEST RIDING",5.8857705,WEETON,.78750002,427883.66,447043.94,0,2.5649493,.1875,4,4
"YORKSHIRE, WEST RIDING",5.978585,DUNKESWICK,.62121212,430253.09,447365.31,0,0,.1969697,4,4
"YORKSHIRE, WEST RIDING",14.48547,HAREWOOD,.38942307,432496.09,444470.06,0,5.2171979,.26923078,4,4
"YORKSHIRE, WEST RIDING",6.079791,ALWOODLEY,1,429495.53,440511.81,0,4.5883632,0,4,4
"YORKSHIRE, WEST RIDING",5.167472,WIGTON,.56097561,432343.56,440904.41,1,2.8134108,.097560972,4,4
"YORKSHIRE, WEST RIDING",5.456655,EAST KESWICK,.51162791,435729.34,445095.78,0,0,.26744187,4,4
"YORKSHIRE, WEST RIDING",.7330595625,WIKE,,432796.44,442549.63,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.9184505,WIKE,1,433111.38,441942.75,0,1.3862944,0,4,4
"YORKSHIRE, WEST RIDING",11.667646,BARDSEY CUM RIGTON,.70786518,436579.19,443095.47,0,0,.19101124,4,4
"YORKSHIRE, WEST RIDING",2.39262359765625,WOTHERSOME,.85714287,439852.38,443552.75,0,5.9151235,0,4,4
"YORKSHIRE, WEST RIDING",3.21309425,ST MARY BISHOPHILL (JUNIOR),,459113.5,451086.69,0,0,,4,4
"YORKSHIRE, WEST RIDING",4.44339,SCARCROFT,.80000001,436724.63,441307.63,0,3.6323092,.15555556,4,4
"YORKSHIRE, WEST RIDING",.783969125,ROUNDHAY GRANGE,,434826.75,437640.28,0,0,,4,4
"YORKSHIRE, WEST RIDING",4.940635,SHADWELL,.69230771,433543.25,439603.78,0,2.2335923,.18461539,4,4
"YORKSHIRE, WEST RIDING",.5164721249999999,BIRKBY,,435828.81,439262.94,0,0,,4,4
"YORKSHIRE, WEST RIDING",9.456848000000001,THORNER,.38392857,437871.13,440057.16,0,2.974679,.3392857,4,4
"YORKSHIRE, WEST RIDING",6.126345,ROUNDHAY,.58441556,433347.97,437475.97,0,0,.14285715,4,4
"YORKSHIRE, WEST RIDING",8.52569144140625,MORWICK,,436954.34,438973.97,0,0,,4,4
"YORKSHIRE, WEST RIDING",7.609403,SCHOLES,.42439026,439201.22,436712.31,0,0,.15609756,4,4
"YORKSHIRE, WEST RIDING",4.517493,BARNBOW,,439013.5,434774.19,0,0,,4,4
"YORKSHIRE, WEST RIDING",6.031909,KIDDAL WITH POTTERTON,,440486.06,439594.94,0,0,,4,4
"YORKSHIRE, WEST RIDING",1.23854825,HOLGATE,.72222221,458241.97,451500.88,0,0,0,4,4
"YORKSHIRE, WEST RIDING",6.5697395,ABERFORD,.4375,442540.69,438694.81,0,0,.35795453,4,4
"YORKSHIRE, WEST RIDING",7.2878655,PARLINGTON,.53448278,441726.66,435976.34,0,3.6109178,.27586207,4,4
"YORKSHIRE, WEST RIDING",3.613738,STURTON GRANGE,.52631581,442199.47,433639.94,0,0,0,4,4
"YORKSHIRE, WEST RIDING",7.386019,MICKLEFIELD,.859375,444092.06,433446.19,0,0,.125,4,4
"YORKSHIRE, WEST RIDING",4.505496,LOTHERTON CUM ABERFORD,.58035713,444189.97,436130.53,0,2.5530446,.25892857,4,4
"YORKSHIRE, WEST RIDING",3.444112,HUDDLESTON,.9245283,446425.56,433695.97,0,0,.075471699,4,4
"YORKSHIRE, WEST RIDING",2.467649875,LUMBY,,450763.91,430212.97,1,0,,4,4
"YORKSHIRE, WEST RIDING",2.97139925,NEWTHORPE,.84615386,446106.72,432302.91,0,0,.15384616,4,4
"YORKSHIRE, WEST RIDING",8.891730000000001,SOUTH MILFORD,.63402063,449136.13,431423.53,1,0,.25773194,4,4
"YORKSHIRE, WEST RIDING",5.60543,UPPER POPPLETON,,454800.31,453717.94,0,0,,4,4
"YORKSHIRE, WEST RIDING",13.592999,SHERBURN IN ELMET,.66445184,449291.81,433715.09,0,0,.24584718,4,4
"YORKSHIRE, WEST RIDING",3.04295953125,LENNERTON,,452143.38,435697.5,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.11646525,REST PARK,,453870.06,433381.09,0,0,,4,4
"YORKSHIRE, WEST RIDING",4.3173075,BARKSTON,.5625,448576.22,435542.75,0,0,.30000001,4,4
"YORKSHIRE, WEST RIDING",.423713388671875,BARKSTON,,449262.31,435937.31,1,0,,4,4
"YORKSHIRE, WEST RIDING",11.187368,SAXTON CUM SCARTHINGWELL,.65420562,447567.88,437200.19,0,0,.21495327,4,4
"YORKSHIRE, WEST RIDING",3.55386725,TOWTON,.79310346,448168.09,439372.63,0,0,.20689656,4,4
"YORKSHIRE, WEST RIDING",3.7906185,GRIMSTON,.83333331,449038.5,441400.03,0,2.2424812,.11111111,4,4
"YORKSHIRE, WEST RIDING",2.17269625,KIRKBY WHARFE,.7241379,450262.81,440601.97,0,0,.24137931,4,4
"YORKSHIRE, WEST RIDING",2.78185025,NORTH MILFORD,,450189.63,439139.72,1,0,,4,4
"YORKSHIRE, WEST RIDING",6.9384925,COPMANTHORPE,.85333335,456548,446170.38,1,2.9492123,.079999998,4,4
"YORKSHIRE, WEST RIDING",5.3527545,ULLESKELF,.57647061,452065.28,439114.47,1,0,.32941177,4,4
"YORKSHIRE, WEST RIDING",4.361456,LEAD HALL,1,446208.22,438364.94,0,0,0,4,4
"YORKSHIRE, WEST RIDING",1.9162225,OSSENDIKE,,453761.63,439335.97,0,0,,4,4
"YORKSHIRE, WEST RIDING",9.080135,RYTHER,.87654322,454995.81,437735.47,0,0,.074074075,4,4
"YORKSHIRE, WEST RIDING",8.093217355468751,CHURCH FENTON,.78723407,452271.19,436661.56,1,2.1335087,.19148937,4,4
"YORKSHIRE, WEST RIDING",3.17093092578125,LITTLE FENTON,1,452576.28,435968.59,0,0,0,4,4
"YORKSHIRE, WEST RIDING",2.99929130859375,BIGGIN,.88235295,454160.69,435889.94,1,0,.088235296,4,4
"YORKSHIRE, WEST RIDING",11.262871,CAWOOD,.69724768,457249.38,436341.31,0,2.0774233,.17889908,4,4
"YORKSHIRE, WEST RIDING",17.780562,WISTOW,.72619045,459033,434501.59,1,0,.13690476,4,4
"YORKSHIRE, WEST RIDING",14.396586,SELBY,.27091634,459962.34,432472.13,1,0,.30976096,4,4
"YORKSHIRE, WEST RIDING",7.842605,BRAYTON,.72727275,460118.16,430451.09,1,2.6352909,.21212122,4,4
"YORKSHIRE, WEST RIDING",9.459716999999999,BARLOW,.95384616,464333.5,429068.38,0,1.8693177,.046153847,4,4
"YORKSHIRE, WEST RIDING",10.139419,BURN,.87692308,459997.09,428024.09,1,1.974081,.07692308,4,4
"YORKSHIRE, WEST RIDING",8.279621499999999,GATEFORTH,.71428573,456390.34,428816.97,1,0,.1632653,4,4
"YORKSHIRE, WEST RIDING",1.826755625,THORPE WILLOUGHBY,1,457714.84,431073.44,0,0,0,4,4
"YORKSHIRE, WEST RIDING",9.406596,HAMBLETON,.67153287,455122.91,430782.44,1,0,.23357664,4,4
"YORKSHIRE, WEST RIDING",2.58840275,HIRST COURTNEY,.82352942,461533.75,424541.31,0,0,.14705883,4,4
"YORKSHIRE, WEST RIDING",3.02009675,TEMPLE HIRST,.69999999,460424.69,425546.97,0,0,.2,4,4
"YORKSHIRE, WEST RIDING",4.706966,CHAPEL HADDESLEY,.7241379,458435.75,426284.09,0,0,.15517241,4,4
"YORKSHIRE, WEST RIDING",4.9755635,WEST HADDESLEY,.61764705,455926.19,426611.5,0,0,.19117647,4,4
"YORKSHIRE, WEST RIDING",.252522359375,ST MARY BISHOPHILL [SENIOR],,458643.59,450207.47,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.0096455625,DRINGHOUSES,.6122449,460092.19,449326.69,1,2.4849067,.24489796,4,4
"YORKSHIRE, WEST RIDING",6.52846,ACOMB,.47668394,457104.66,451295.28,1,0,.24870466,4,4
"YORKSHIRE, WEST RIDING",8.708596999999999,BIRKIN,.97222221,452670.69,426801.16,1,4.5090265,0,4,4
"YORKSHIRE, WEST RIDING",7.0158390625,HILLAM,.58208954,451575.75,430639.63,1,0,.20895523,4,4
"YORKSHIRE, WEST RIDING",6.354798734375,MONK FRYSTON,.57480317,452139.78,429992.66,0,0,.17322835,4,4
"YORKSHIRE, WEST RIDING",3.915317,BURTON SALMON,.91176468,449412.25,427736.28,1,0,.088235296,4,4
"YORKSHIRE, WEST RIDING",2.60037825,SUTTON,.81818181,449814.06,425048.5,0,0,.18181819,4,4
"YORKSHIRE, WEST RIDING",3.27305775,BYRAM WITH POOL,.85000002,450000.56,426295.13,0,2.6532419,.1,4,4
"YORKSHIRE, WEST RIDING",3.76940325,BROTHERTON,.11331445,448359,425954.03,0,0,.2266289,4,4
"YORKSHIRE, WEST RIDING",5.8276665,FAIRBURN,.56637168,446843.34,428356.47,0,2.272732,.32743362,4,4
"YORKSHIRE, WEST RIDING",7.7989985,LEDSHAM,.80392158,445147.53,429386.47,1,0,.019607844,4,4
"YORKSHIRE, WEST RIDING",7.1133595,LEDSTON,.82089549,443573.78,429536.59,1,3.1918471,.059701491,4,4
"YORKSHIRE, WEST RIDING",1.931704875,KNAPTON,.94285715,455281.41,451705.34,0,0,.057142857,4,4
"YORKSHIRE, WEST RIDING",1.098432875,LEDSTON,,442807.88,428267.41,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.81285425,ALLERTON BYWATER,.3041237,441676.63,427918.31,0,2.9444389,.18556701,4,4
"YORKSHIRE, WEST RIDING",3.8461495,GREAT AND LITTLE PRESTON,,439775.91,429516.19,0,0,,4,4
"YORKSHIRE, WEST RIDING",6.51297803125,KIPPAX,.31672597,442682.06,430372.91,1,2.6119063,.19928825,4,4
"YORKSHIRE, WEST RIDING",5.568844,GARFORTH,.38693467,440871.03,432715.13,0,0,.090452261,4,4
"YORKSHIRE, WEST RIDING",10.531701,SWILLINGTON,.4893617,438404.41,430659.28,0,0,.10638298,4,4
"YORKSHIRE, WEST RIDING",.951010875,BARROWBY,,439017.75,433536,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.632469,AUSTHORPE,.55813956,437281.13,434422.88,0,3.8066626,.023255814,4,4
"YORKSHIRE, WEST RIDING",6.793783,SEACROFT,.50230414,435204.78,435585.69,0,2.7681146,.19815668,4,4
"YORKSHIRE, WEST RIDING",.7951289375,COLDCOTES,,433482.44,434782.53,0,0,,4,4
"YORKSHIRE, WEST RIDING",1.777560125,KNAPTON,,455515.66,452506.47,0,0,,4,4
"YORKSHIRE, WEST RIDING",4.05566675,OSMONDTHORPE,,433227.06,432504.72,0,0,,4,4
"YORKSHIRE, WEST RIDING",4.5102305,HALTON,0,435010.69,433091.56,0,0,.2,4,4
"YORKSHIRE, WEST RIDING",3.89292075,COLTON,.36440679,436410.66,432407.09,0,2.7234859,.23728813,4,4
"YORKSHIRE, WEST RIDING",4.00233675,NEWSHAM,,435916.91,430945.41,1,0,,4,4
"YORKSHIRE, WEST RIDING",1.186888125,THORPE STAPLETON,,434146.5,430640.38,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.657078,LEEDS: EAST WARD,.02003284,431861.72,432672.41,0,0,.27126437,4,4
"YORKSHIRE, WEST RIDING",2.3105695,LEEDS: NORTH EAST WARD,.010369069,431544.09,434155.44,0,0,.43339193,4,4
"YORKSHIRE, WEST RIDING",.2974625,LEEDS: NORTH WARD,.0050377832,430703.09,433938.44,0,0,.6763224,4,4
"YORKSHIRE, WEST RIDING",2.35026525,LEEDS: NORTH WEST WARD,.023084728,429895.41,435017.16,0,3.5120268,.30720446,4,4
"YORKSHIRE, WEST RIDING",2.23696725,LEEDS: WEST WARD,,429078.59,434166.91,0,0,,4,4
"YORKSHIRE, WEST RIDING",5.234189,NETHER POPPLETON,.58064514,456668.53,455450.97,1,0,.096774191,4,4
"YORKSHIRE, WEST RIDING",.14822559375,LEEDS: MILL HILL WARD,.0066750105,430541.94,433263.06,0,0,.4046725,4,4
"YORKSHIRE, WEST RIDING",.472986,LEEDS: SOUTH WARD,,430406.53,432882.81,0,0,,4,4
"YORKSHIRE, WEST RIDING",.69806575,LEEDS: KIRKGATE WARD,.009136213,429737.22,433343.5,0,0,.48421928,4,4
"YORKSHIRE, WEST RIDING",4.728788640625,HUNSLET,.04001404,430786.81,431568.41,1,2.8938379,.40049139,4,4
"YORKSHIRE, WEST RIDING",2.37107875,HOLBECK,.01028888,429341.47,431875.91,0,0,.25801346,4,4
"YORKSHIRE, WEST RIDING",6.3060778515625,BEESTON,.24124514,430336.16,431334.31,0,4.4830027,.11478599,4,4
"YORKSHIRE, WEST RIDING",8.112626499999999,FARNLEY,.12401056,424957.22,431438.63,0,4.8243055,.11873351,4,4
"YORKSHIRE, WEST RIDING",4.3039845,WORSLEY,.046238784,427404.25,432459.84,0,4.2904596,.15389924,4,4
"YORKSHIRE, WEST RIDING",3.80268575,ARMLEY,.082794309,426669.75,433660.31,0,0,.16429496,4,4
"YORKSHIRE, WEST RIDING",10.151271,BRAMLEY,.037874158,424270.16,434988.66,0,0,.1893708,4,4
"YORKSHIRE, WEST RIDING",.07727046875,UPPER POPPLETON,.58620691,455699.72,454341.16,0,0,.20689656,4,4
"YORKSHIRE, WEST RIDING",2.87436925,KIRKSTALL,,425878.78,436392.06,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.043804875,BURLEY,,427676.16,434795.41,0,0,,4,4
"YORKSHIRE, WEST RIDING",7.8352265,HEADINGLEY,.082672708,427129,437163,0,3.0643742,.17327294,4,4
"YORKSHIRE, WEST RIDING",11.247237,CHAPEL ALLERTON,.30043858,430183.28,438019.03,0,0,.27631578,4,4
"YORKSHIRE, WEST RIDING",7.407289,POTTER NEWTON,.30000001,431639.63,435677.94,0,4.4987988,.215,4,4
"YORKSHIRE, WEST RIDING",11.508221,HORSFORTH,.12019826,423450.81,438772.47,0,3.6699514,.24039653,4,4
"YORKSHIRE, WEST RIDING",6.340782,RAWDON,.15051547,421310.91,439293.16,1,2.8543782,.15257733,4,4
"YORKSHIRE, WEST RIDING",7.115129,YEADON,.083832338,420366.78,440635.34,1,2.5199981,.17814371,4,4
"YORKSHIRE, WEST RIDING",6.3366495,GUISELEY,.093457945,419252.63,442854.56,1,3.0056827,.18691589,4,4
"YORKSHIRE, WEST RIDING",5.405833,CARLTON,.57894737,422115.09,442817.03,0,3.3393221,0,4,4
"YORKSHIRE, WEST RIDING",12.421089,MOOR MONKTON,.78160918,451428.69,455860.56,1,0,.18390805,4,4
"YORKSHIRE, WEST RIDING",9.859462000000001,IDLE,.061068702,417090.22,437925.88,0,3.2834144,.17938931,4,4
"YORKSHIRE, WEST RIDING",2.93812525,BOLTON,.34972677,416664.75,435597.38,0,2.0149031,.065573767,4,4
"YORKSHIRE, WEST RIDING",9.365428,CALVERLEY,.061594203,420344.34,435956.75,0,3.4325199,.23369566,4,4
"YORKSHIRE, WEST RIDING",3.3425595,FARSLEY,,421324.28,435098,0,0,,4,4
"YORKSHIRE, WEST RIDING",7.80198,PUDSEY,.06178074,422181.44,432979.34,0,2.4567358,.19261053,4,4
"YORKSHIRE, WEST RIDING",2.41730725,TYERSALL,,419764,432603.84,0,0,,4,4
"YORKSHIRE, WEST RIDING",5.254359,BRADFORD - EAST END,.019816788,417545.38,433559.38,0,0,.45242101,4,4
"YORKSHIRE, WEST RIDING",1.362043875,BRADFORD - WEST END,.32089552,416010.25,433458.16,0,3.1183345,.28358209,4,4
"YORKSHIRE, WEST RIDING",5.15186,ECCLESHILL,.061120544,418634.13,436111.25,0,0,.21222411,4,4
"YORKSHIRE, WEST RIDING",5.452983,MANNINGHAM,.072319202,414495.38,434331.38,0,2.8716795,.077306733,4,4
"YORKSHIRE, WEST RIDING",5.0278465,HESSAY,.84090906,452323.13,453563.28,1,0,.11363637,4,4
"YORKSHIRE, WEST RIDING",4.893518,HEATON,.18862276,413019.09,435562.03,0,0,.07185629,4,4
"YORKSHIRE, WEST RIDING",6.1186255,SHIPLEY,.25054947,413690.16,437076.81,0,1.9459101,.25274727,4,4
"YORKSHIRE, WEST RIDING",6.745338,WILSDEN - LOWER DIVISION,.13085938,409089,436350.13,0,0,.02734375,4,4
"YORKSHIRE, WEST RIDING",3.75398275,WILSDEN - UPPER DIVISION,,406527.03,435819.31,0,0,,4,4
"YORKSHIRE, WEST RIDING",11.10554,FAR OXENHOPE,,403384.03,433855.47,0,0,,4,4
"YORKSHIRE, WEST RIDING",5.7941215,NEAR OXENHOPE,,401493.44,434804.69,0,0,,4,4
"YORKSHIRE, WEST RIDING",7.8362325,HAWORTH,.090765588,401426.16,436229.81,1,2.3150077,.40962905,4,4
"YORKSHIRE, WEST RIDING",8.17872,STANBURY,,398588.28,436600.66,1,0,,4,4
"YORKSHIRE, WEST RIDING",5.9972465,DENHOLME,,406517.78,434161.28,0,0,,4,4
"YORKSHIRE, WEST RIDING",13.171118,THORNTON,.17483108,408577.09,432648.84,0,0,.10726351,4,4
"YORKSHIRE, WEST RIDING",10.042592,RUFFORTH,.75641024,453549.69,450958.94,0,0,.21794872,4,4
"YORKSHIRE, WEST RIDING",7.345656,ALLERTON,.06849315,411054.31,434295.19,0,0,.016438356,4,4
"YORKSHIRE, WEST RIDING",6.8636295,CLAYTON,.086188994,411466.22,431245,0,2.1517622,.075804777,4,4
"YORKSHIRE, WEST RIDING",5.104764,GREAT HORTON,.049749862,413856.31,431805.56,0,3.7612002,.22623681,4,4
"YORKSHIRE, WEST RIDING",2.884273,LITTLE HORTON,,415424.41,432041.91,0,0,,4,4
"YORKSHIRE, WEST RIDING",6.3300695,BOWLING,,416958.78,431103.84,0,5.3391395,,4,4
"YORKSHIRE, WEST RIDING",9.848462,NORTH BIERLEY - WEST DIVISION,,414704.53,429107.34,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.54466775,NORTH BIERLEY - EAST DIVISION,.060913704,417797.41,429309.22,0,0,.12880711,4,4
"YORKSHIRE, WEST RIDING",10.825334,TONG,.25416666,420787.16,430786.47,0,4.7957907,.31041667,4,4
"YORKSHIRE, WEST RIDING",4.6032355,DRIGHLINGTON,.11548556,422700.13,428934.28,0,0,.34645671,4,4
"YORKSHIRE, WEST RIDING",13.299249,GOMERSAL,.21021277,421253,426787.94,0,0,.16851065,4,4
"YORKSHIRE, WEST RIDING",2.8377055,HECKMONDWIKE,.041733548,421829,423832.16,0,0,.19261637,4,4
"YORKSHIRE, WEST RIDING",4.045622,ASKHAM RICHARD,.64044946,453600.91,448070.69,0,3.0182052,.24719101,4,4
"YORKSHIRE, WEST RIDING",8.334108499999999,LIVERSEDGE,.10188356,419767.06,423606.84,0,4.3541412,.24315068,4,4
"YORKSHIRE, WEST RIDING",5.6204045,HUNSWORTH,.25225225,419017.56,428187.19,0,3.8670256,.11261261,4,4
"YORKSHIRE, WEST RIDING",2.67759875,SCHOLES,,416750.47,425673.59,0,0,,4,4
"YORKSHIRE, WEST RIDING",2.76584075,CLECKHEATON,.081441924,418344.97,425772.5,0,2.0149031,.4165554,4,4
"YORKSHIRE, WEST RIDING",1.744922375,OAKENSHAW,,417410.56,427220.16,0,0,,4,4
"YORKSHIRE, WEST RIDING",3.92693425,WIKE,.22332016,415557.03,426847.31,0,1.9459101,.14229248,4,4
"YORKSHIRE, WEST RIDING",10.441622,HIPPERHOLME,.1135182,413485.63,425256.97,0,0,.30415943,4,4
"YORKSHIRE, WEST RIDING",5.317951,SHELF,.10051107,412323.78,428447.63,0,1.9459101,.10051107,4,4
"YORKSHIRE, WEST RIDING",14.181521,NORTHOWRAM,.064900659,409944.34,428038.56,0,3.6403525,.19426049,4,4
"YORKSHIRE, WEST RIDING",7.878114,ASKHAM BRYAN,.58947366,455584.53,448354.78,1,3.1576083,.18947369,4,4
"YORKSHIRE, WEST RIDING",11.835225,SOUTHOWRAM,.08219178,411289.03,423531.22,0,4.0208774,.26752618,4,4
"YORKSHIRE, WEST RIDING",5.339835,SKIRCOAT,.059016392,408352.78,423584.97,0,3.4719665,.23606557,4,4
