name,diocese,town,region,order,typeHouse,members,year,latitude,longitude,mother hou,NAnetInc,lnInc,survival,bigOrder,smallOrder,bigHouse,smallHouse,rebel,distLond,ladyHouse,ladyInc,county,founded,foundedSource
Marlborough,,Marlborough,8,Carmelites,,Friars,1538,51.41944,-1.731734,,,,2,0,1,0,1,0,1.616173196,0,,WILTSHIRE,,
Marlborough Priory,,,8,Gilbertine,,Canons,1538,51.418078,-1.724255,,30,3.401197382,2,0,1,0,1,0,1.608783248,0,0,WILTSHIRE,,
Marmont Priory,,Upwell,7,Gilbertine,,Canons,1538,52.588554,0.20402,,10,2.302585093,2,0,1,0,1,0,1.125628724,0,0,CAMBRIDGESHIRE,,
Marrick Priory,,,3,Benedictine,,Nuns,1540,54.375493,-1.898333,,48,3.871201011,4,1,0,0,1,1,3.37346701,1,48,"YORKSHIRE, NORTH RIDING",1156,https://marrickpriory.co.uk/foundation/
Marsh Barton Priory,,Marsh Barton,8,Augustinian,,Canons,1539,50.707768,-3.526644,Plympton,,,3,1,0,0,1,0,3.501677938,0,,DEVON,,
Marton Priory,,Marton Abbey,3,Augustinian,,Canons,1536,54.117944,-1.107694,,151,5.017279837,0,1,0,0,1,1,2.789384913,0,0,"YORKSHIRE, WEST RIDING",1154,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=56699&resourceID=19191
Mattersey Priory,,Mattersey,6,Gilbertine,,Canons,1538,53.398236,-0.943836,,55,4.007333185,2,0,1,0,1,0,2.06089183,0,0,NOTTINGHAMSHIRE,1185,https://www.english-heritage.org.uk/visit/places/mattersey-priory/history/
Maxstoke Priory,,,5,Augustinian,,Canons,1536,52.478075,-1.656237,,81,4.394449155,0,1,0,0,1,0,1.817425277,0,0,WARWICKSHIRE,,
Meaux Abbey,,Beverley,3,Cistercian,,Monks,1539,53.83938,-0.34193,Fountains,298,5.697093487,3,1,0,1,0,1,2.340109197,0,0,"YORKSHIRE, EAST RIDING",1150,https://www.british-history.ac.uk/vch/yorks/vol3/pp146-149
Medmenham,,,9,Cistercian,,Monks,1536,51.547696,-0.838104,Woburn,20,2.995732274,0,1,0,0,1,0,0.720990117,0,0,BERKSHIRE,,
Melchbourne Preceptory,,,7,Augustinian,Knights Hospitaller,,1540,52.271256,-0.492454,,241,5.484796933,4,1,0,1,0,0,0.848322825,0,0,BEDFORDSHIRE,,
Melcombe Priory,,Melcombe Regis,8,Dominican,,Friars,1538,50.615142,-2.45847,London,,,2,0,1,0,1,0,2.505614212,0,,DORSET,,
Mendham Priory,,Mendham,7,Benedictine,Cluniac,Monks,1537,52.38804,1.321693,,,,1,1,0,0,1,0,1.686403903,0,,SUFFOLK,,
Merevale Abbey,,Merevale,5,Cistercian,,Monks,1538,52.5733,-1.5654,Bordesley,254,5.537334267,2,1,0,1,0,0,1.79590762,0,0,WARWICKSHIRE,,
Merton Priory,,Merton,10,Augustinian,,Canons,1538,51.414527,-0.181832,,960,6.866933284,2,1,0,1,0,0,0.114790512,0,0,SURREY,,
Michelham Priory,,Arlington,9,Augustinian,,Canons,1536,50.862512,0.21385,,160,5.075173815,0,1,0,0,1,0,0.727620445,0,0,SUSSEX,,
Middlesborough Priory,,Middlesborough,3,Benedictine,,Monks,1537,54.582194,-1.232417,Whitby,21,3.044522438,1,1,0,0,1,1,3.268038915,0,0,"YORKSHIRE, NORTH RIDING",,
Milton Abbey,,Milton Abbas,8,Benedictine,,Monks,1539,50.820221,-2.287721,,578,6.359573869,3,1,0,1,0,0,2.276631361,0,0,DORSET,,
Missenden Abbey,,Great Missenden,9,Augustinian,Arrouaisian,Canons,1538,51.700759,-0.702853,,261,5.564520407,2,1,0,1,0,0,0.61508135,0,0,BUCKINGHAMSHIRE,,
Moatenden Priory,,,9,Augustinian,Trinitarian,Friars,1538,51.187876,0.601421,,58,4.060443011,2,1,0,0,1,0,0.788336439,0,0,KENT,,
Modney Priory,,Hilgay,7,Benedictine,,Monks,1539,52.540623,0.368985,Ramsey Abbey,2,0.693147181,3,1,0,0,1,0,1.139927877,0,0,NORFOLK,,
Monk Bretton Priory,,Monk Bretton,3,Benedictine,,Monks,1538,53.554013,-1.438372,,239,5.476463552,2,1,0,1,0,1,2.43333255,0,0,"YORKSHIRE, WEST RIDING",1154,"https://www.english-heritage.org.uk/visit/places/monk-bretton-priory/history/#:~:text=Founded%20in%20about%201154%20by,direct%20control%20of%20Monk%20Bretton."
Monks Horton,,,9,Benedictine,Cluniac,Monks,1536,51.114311,1.007819,,95,4.553876892,0,1,0,0,1,0,1.193425062,0,0,KENT,,
Monks Kirby Priory,,Monks Kirby,5,Carthusian,,Monks,1538,52.4444,-1.3199,,,,2,0,1,0,1,0,1.522309627,0,,WARWICKSHIRE,,
Monkton Farleigh,,,8,Benedictine,Cluniac,,1537,51.388848,-2.279744,,153,5.030437921,1,1,0,0,1,0,2.165036395,0,0,WILTSHIRE,,
Monkwearmouth Abbey,,Sunderland,2,Benedictine,,Monks,1536,54.913103,-1.374969,Durham,25,3.218875825,0,1,0,0,1,0,3.627785786,0,0,DURHAM,complicated,
Montacute Priory,Bath Wells,Montacute,8,Benedictine,Cluniac,,1539,50.9482,-2.7172,,456,6.12249281,3,1,0,1,0,0,2.659123925,0,0,SOMERSET,,
Morville Priory,,Morville,5,Benedictine,,Monks,1540,52.5419,-2.4886,Shrewsbury,15,2.708050201,4,1,0,0,1,0,2.585360296,0,0,SHROPSHIRE,,
Mottisfont Abbey,,Mottisfont,9,Augustinian,,Canons,1536,51.04143,-1.53496,,124,4.820281566,0,1,0,0,1,0,1.492330427,0,0,HAMPSHIRE,,
Mount Grace Priory,,East Harlsey,3,Carthusian,,Monks,1539,54.379984,-1.31005,,323,5.777652323,3,0,1,1,0,1,3.107660368,0,0,"YORKSHIRE, NORTH RIDING",1398,https://www.english-heritage.org.uk/visit/places/mount-grace-priory/history-and-stories/history/
Mount St. John Preceptory,,,3,Augustinian,Knights Hospitaller,,1540,54.257239,-1.274953,,102,4.624972813,4,1,0,0,1,1,2.980877553,0,0,"YORKSHIRE, WEST RIDING",1110,https://www.british-history.ac.uk/vch/yorks/vol3/pp260-262#h3-0004 says early in the reign of KH1
Moxby Priory,,,3,Benedictine,,Nuns,1536,54.095015,-1.08895,,26,3.258096538,0,1,0,0,1,1,2.761313505,1,26,"YORKSHIRE, NORTH RIDING",1154,https://www.british-history.ac.uk/vch/yorks/vol3/pp239-240 says end of KS1 start of KH2
Muchelney Abbey,Bath Wells,Muchelney,8,Benedictine,,Monks,1538,51.016667,-2.653889,,447,6.102558595,2,1,0,1,0,0,2.583331822,0,0,SOMERSET,,
Mullicourt Priory,,,7,Benedictine,,Monks,1539,52.602291,0.260744,Ely,6,1.791759469,3,1,0,0,1,0,1.156123871,0,0,NORFOLK,,
Neasham Priory,,Neasham,2,Benedictine,,Nuns,1540,54.459642,-1.465424,,20,2.995732274,4,1,0,0,1,0,3.242787364,1,20,DURHAM,1156,https://www.british-history.ac.uk/vch/durham/vol2/pp106-108
Netley Abbey,,Hound,9,Cistercian,,Monks,1536,50.878946,-1.357368,Beaulieu,100,4.605170186,0,1,0,0,1,0,1.390688436,0,0,HAMPSHIRE,,
Newark,,Newark,6,Franciscan,Observant,Friars,1534,53.077663,-0.804255,,,,-2,0,1,0,1,0,1.711249826,0,,NOTTINGHAMSHIRE,,
Newark Priory,,Ripley,9,Augustinian,,Canons,1538,51.308918,-0.50689,,258,5.552959585,2,1,0,1,0,0,0.437711817,0,0,SURREY,,
Newbo Abbey,,Sedgebrook,6,Premonstratensian,,Canons,1536,52.931795,-0.719068,,71,4.262679877,0,0,1,0,1,1,1.543587885,0,0,LINCOLNSHIRE,,
Newburgh Priory,,,3,Augustinian,,Canons,1539,54.181333,-1.170248,,367,5.905361848,3,1,0,1,0,1,2.871068688,0,0,"YORKSHIRE, NORTH RIDING",1145,https://historicengland.org.uk/listing/the-list/list-entry/1001066?section=official-list-entry
Newcastle Upon Tyne Austin Friars,,Newcastle Upon Tyne,2,Augustinian,Austin Friars,Friars,1539,54.9708,-1.6032,York,,,3,1,0,0,1,1,3.765987075,0,,NORTHUMBERLAND,,
Newcastle-under-Lyme Friary,,Newcastle-Under-Lyme,5,Dominican,,Friars,1538,53.008262,-2.236313,Oxford,,,2,0,1,0,1,0,2.594535668,0,,STAFFORDSHIRE,,
Newenham Abbey,,Axminster,8,Cistercian,,Monks,1539,50.771522,-3.012819,Beaulieu,227,5.424950017,3,1,0,1,0,0,2.987431647,0,0,DEVON,,
Newland Preceptory,,Wakefield,3,Augustinian,Knights Hospitaller,,1540,53.697042,-1.447138,,129,4.859812404,4,1,0,0,1,1,2.559198061,0,0,"YORKSHIRE, WEST RIDING",1220,https://www.british-history.ac.uk/vch/yorks/vol3/pp260-262 says early 13th c
Newminster Abbey,,Morpeth,2,Cistercian,,Monks,1537,55.167244,-1.701037,Fountains,100,4.605170186,1,1,0,0,1,1,3.985112699,0,0,NORTHUMBERLAND,1137,https://historicengland.org.uk/listing/the-list/list-entry/1155952?section=official-list-entry
Newnham Priory,,,7,Augustinian,,Canons,1540,52.140758,-0.445118,,284,5.648974238,4,1,0,1,0,0,0.710490272,0,0,BEDFORDSHIRE,,
Newsham Abbey,,,6,Premonstratensian,,Canons,1536,53.603399,-0.296314,,99,4.59511985,0,0,1,0,1,1,2.10097111,0,0,LINCOLNSHIRE,,
"Newstead Priory, Lincolnshire",,,6,Augustinian,,Canons,1536,52.65828,-0.454248,,38,3.63758616,0,1,0,0,1,1,1.196470826,0,0,LINCOLNSHIRE,,
"Newstead Priory, Nottinghamshire",,Newstead,6,Augustinian,,Canons,1539,53.078391,-1.192769,,167,5.117993812,3,1,0,0,1,0,1.901253215,0,0,NOTTINGHAMSHIRE,1170,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=318057&resourceID=19191
Newstead-on-Ancholme Priory,,Newstead,6,Gilbertine,,Canons,1538,53.5271,-0.49351,,38,3.63758616,2,0,1,0,1,1,2.051737088,0,0,LINCOLNSHIRE,,
Nocton Priory,,,6,Augustinian,,Canons,1536,53.169158,-0.389858,,43,3.761200116,0,1,0,0,1,1,1.681266689,0,0,LINCOLNSHIRE,,
Norman's Burrow,,,7,Benedictine,Cluniac,,1537,52.780502,0.800833,Castle Acre,6,1.791759469,1,1,0,0,1,0,1.567996553,0,0,NORFOLK,,
North Ferriby Priory,,North Ferriby,3,Augustinian,,Canons,1536,53.718336,-0.50587,,60,4.094344562,0,1,0,0,1,1,2.242122535,0,0,"YORKSHIRE, EAST RIDING",1140,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=63904&resourceID=19191
North Ormsby Priory,,North Ormsby,6,Gilbertine,,Mixed,1538,53.419008,-0.06488,,80,4.382026635,2,0,1,0,1,1,1.909749699,0,0,LINCOLNSHIRE,,
Northallerton,,Northallerton,3,Carmelites,,,1538,54.342289,-1.432519,,,,2,0,1,0,1,1,3.122428268,0,,"YORKSHIRE, NORTH RIDING",,
Northampton,,Northampton,6,Augustinian,Austin Friars,Friars,1538,52.239164,-0.923253,Lincoln,,,2,1,0,0,1,0,1.086255721,0,,NORTHAMPTONSHIRE,,
Northampton Abbey of St James,,Northampton,6,Augustinian,,Canons,1538,52.240234,-0.925719,,213,5.361292166,2,1,0,1,0,0,1.08880216,0,0,NORTHAMPTONSHIRE,,
Northampton Blackfriars,,Northampton,6,Dominican,,Friars,1538,52.236667,-0.900201,Oxford,,,2,0,1,0,1,0,1.067579928,0,,NORTHAMPTONSHIRE,,
Northampton Greyfriars,,Northampton,6,Franciscan,"Friars Minor, Conventual",Friars,1538,52.239316,-0.89501,Oxford,,,2,0,1,0,1,0,1.065594189,0,,NORTHAMPTONSHIRE,,
Northampton Whitefriars,,Northampton,6,Carmelites,,,1538,52.240931,-0.894677,,,,2,0,1,0,1,0,1.066457671,0,,NORTHAMPTONSHIRE,,
Norton Priory,,Norton,1,Augustinian,,Canons,1536,53.3423,-2.6799,,180,5.192956851,0,1,0,0,1,0,3.149625776,0,0,CHESHIRE,1134,https://www.nortonpriory.org/
Norwich,,Norwich,7,Augustinian,Austin Friars,Friars,1538,52.627704,1.299951,Cambridge,,,2,1,0,0,1,0,1.805583249,0,,NORFOLK,,
Norwich Cathedral,,Norwich,7,Benedictine,,Monks,1538,52.631865,1.301247,,874,6.773080376,2,1,0,1,0,0,1.809178539,0,0,NORFOLK,,
Nostell Priory,,Nostell,3,Augustinian,,Canons,1540,53.651667,-1.389167,,492,6.198478716,4,1,0,1,0,1,2.490451537,0,0,"YORKSHIRE, WEST RIDING",1122,"The Foundation of Nostell Priory, 1109-1153 p25"
Notley Abbey,,Long Crendon,9,Augustinian,Arrouaisian,Canons,1539,51.7768,-0.9645,,437,6.079933195,3,1,0,1,0,0,0.887454337,0,0,BUCKINGHAMSHIRE,,
Nottingham Greyfriars,,Nottingham,6,Franciscan,"Friars Minor, Conventual",Friars,1539,52.949842,-1.150113,Oxford,,,3,0,1,0,1,0,1.771495362,0,,NOTTINGHAMSHIRE,,
Nottingham Whitefriars,,Nottingham,6,Carmelites,,,1539,52.952631,-1.15184,,,,3,0,1,0,1,0,1.77476832,0,,NOTTINGHAMSHIRE,,
Nun Appleton Priory,,Appleton Roebuck,3,Cistercian,,Nuns,1539,53.8525,-1.156111,,73,4.290459441,3,1,0,0,1,1,2.562181314,1,73,"YORKSHIRE, EAST RIDING",,
Nun Cotham Priory,,,6,Cistercian,,Nuns,1539,53.58464,-0.254778,,46,3.828641396,3,1,0,0,1,1,2.079137322,1,46,LINCOLNSHIRE,,
Nunburnholme Priory,,Nunburnholme,3,Benedictine,,Nuns,1536,53.924727,-0.703957,,8,2.079441542,0,1,0,0,1,1,2.484780656,1,8,"YORKSHIRE, EAST RIDING",1161,"https://historicengland.org.uk/listing/the-list/list-entry/1011897?section=official-list-entry says KH2, tagged to middle of reign"
Nuneaton Priory,,,5,Benedictine,,Nuns,1539,52.525267,-1.477288,,253,5.533389489,3,1,0,1,0,0,1.696513808,1,253,WARWICKSHIRE,,
Nunkeeling Priory,,Nunkeeling,3,Benedictine,,Nuns,1540,53.934837,-0.256709,,35,3.555348061,4,1,0,0,1,1,2.428795366,1,35,"YORKSHIRE, EAST RIDING",1152,https://www.british-history.ac.uk/vch/yorks/vol3/pp119-122
Nunmonkton,,,3,Benedictine,,Nuns,1536,54.014792,-1.220748,,72,4.276666119,0,1,0,0,1,1,2.736752743,1,72,"YORKSHIRE, WEST RIDING",1150,https://www.british-history.ac.uk/vch/yorks/vol3/pp122-123 middle of bishop range
Nunnaminster,,Winchester,9,Benedictine,,Nuns,1539,51.060659,-1.310624,,179,5.187385806,3,1,0,0,1,0,1.274370756,1,179,HAMPSHIRE,,
Old Buckenham Priory,,Old Buckenham,7,Augustinian,,Canons,1536,52.4911,1.0497,,108,4.682131227,0,1,0,0,1,0,1.525225901,0,0,NORFOLK,,
Orford Austin Friars,,Orford,7,Augustinian,Austin Friars,Friars,1538,52.093113,1.535313,,,,2,1,0,0,1,0,1.753224264,0,,SUFFOLK,,
Orford Priory,,,6,Premonstratensian,,Canonesses,1539,53.433521,-0.217152,,13,2.564949357,3,0,1,0,1,1,1.92606966,1,13,LINCOLNSHIRE,,
Osney Abbey,,Osney,9,Augustinian,,Canons,1539,51.749682,-1.271836,,654,6.483107351,3,1,0,1,0,0,1.178369305,0,0,OXFORDSHIRE,,
Ovingham Priory,,,6,Augustinian,,Canons,1537,54.967407,-1.86875,Hexham,11,2.397895273,1,1,0,0,1,0,3.875363026,0,0,NORTHUMBERLAND,1378,https://www.heritagegateway.org.uk/Gateway/Results_Single.aspx?uid=20535&resourceID=19191
Owston Abbey,,,6,Augustinian,Canons Regular,Canons,1536,52.663915,-0.856427,,161,5.081404365,0,1,0,0,1,0,1.36990751,0,0,LEICESTERSHIRE,,
Oxford,,Oxford,9,Franciscan,"Friars Minor, Conventual",Friars,1538,51.750574,-1.262451,Oxford,,,2,0,1,0,1,0,1.169365238,0,,OXFORDSHIRE,,
Oxford Austin Friars,,Oxford,9,Augustinian,Austin Friars,Friars,1538,51.755814,-1.254319,Oxford,,,2,1,0,0,1,0,1.162505113,0,,OXFORDSHIRE,,
Oxford Trinitarian Priory,,Oxford,9,Augustinian,Trinitarian,Friars,1538,51.75255,-1.249271,,,,2,1,0,0,1,0,1.156883025,0,,OXFORDSHIRE,,
Oxford Whitefriars,,Oxford,9,Carmelites,,,1538,51.75506,-1.262097,,,,2,0,1,0,1,0,1.16995023,0,,OXFORDSHIRE,,
Oxney,,,6,Benedictine,,Monks,1538,52.592562,-0.193023,Peterborough,4,1.386294361,2,1,0,0,1,0,1.085151575,0,0,NORTHAMPTONSHIRE,,
Penrith,,Truro,1,Augustinian,Austin Friars,Friars,1539,54.664047,-2.748599,York,,,3,1,0,0,1,1,4.10701077,0,,CUMBERLAND,,
Pentney Priory,,,7,Augustinian,,Canons,1537,52.680372,0.514717,,170,5.135798437,1,1,0,0,1,0,1.330499145,0,0,NORFOLK,,
Penwortham Priory,,Penwortham,1,Benedictine,,Monks,1535,53.7486,-2.7299,,29,3.36729583,-1,1,0,0,1,1,3.439887963,0,0,LANCASHIRE,1140,https://www.british-history.ac.uk/vch/lancs/vol2/pp104-106
Pershore Abbey,,Pershore,5,Benedictine,,Monks,1539,52.110426,-2.077593,,643,6.466144724,3,1,0,1,0,0,2.049420454,0,0,WORCESTERSHIRE,,
Peterborough,,,6,Benedictine,,Monks,1539,52.572581,-0.239484,,1679,7.425953657,3,1,0,1,0,0,1.069491682,0,0,NORTHAMPTONSHIRE,,
Pilton,,Pilton,8,Benedictine,,Monks,1539,51.088463,-4.062485,Malmesbury,56,4.025351691,3,1,0,0,1,0,3.96684591,0,0,DEVON,,
Pinley Priory,,,5,Cistercian,,Nuns,1536,52.289563,-1.688386,,23,3.135494216,0,1,0,0,1,0,1.753144772,1,23,WARWICKSHIRE,,
Pipewell Abbey,,,6,Cistercian,,Monks,1538,52.461651,-0.765653,Newminster,283,5.645446898,2,1,0,1,0,0,1.151071029,0,0,NORTHAMPTONSHIRE,,
Plymouth Greyfriars,,Plymouth,8,Franciscan,"Friars Minor, Conventual",Friars,1538,50.368614,-4.135827,Bristol,,,2,0,1,0,1,0,4.176708303,0,,DEVON,,
Plymouth Whitefriars,,Plymouth,8,Carmelites,,,1538,50.371601,-4.130527,,,,2,0,1,0,1,0,4.170794015,0,,DEVON,,
Plympton Priory,,Plympton,8,Augustinian,,Canons,1539,50.387169,-4.058161,,912,6.81563999,3,1,0,1,0,0,4.096929355,0,0,DEVON,,
Polesworth Abbey,,,5,Benedictine,,Nuns,1539,52.61895,-1.61249,,87,4.465908119,3,1,0,0,1,0,1.860906117,1,87,WARWICKSHIRE,,
Poling Preceptory,,,9,Augustinian,Knights Hospitaller,,1540,50.840944,-0.514432,,78,4.356708827,4,1,0,0,1,0,0.777634223,0,0,SUSSEX,,
Polsloe Priory,,Polsloe,8,Benedictine,,Nuns,1539,50.734167,-3.501944,,164,5.099866428,3,1,0,0,1,0,3.47164472,1,164,DEVON,,
Pontefract Blackfriars,,Pontefract,3,Dominican,,Friars,1538,53.689592,-1.309873,York,,,2,0,1,0,1,1,2.484138517,0,,"YORKSHIRE, WEST RIDING",,
Pontefract Priory,,Pontefract,3,Benedictine,Cluniac,,1538,53.701814,-1.307541,,335,5.814130532,2,1,0,1,0,1,2.493755903,0,0,"YORKSHIRE, WEST RIDING",1190,https://www.british-history.ac.uk/vch/yorks/vol3/pp184-186
Poulton Priory,,Poulton,8,Gilbertine,,Canons,1539,51.698975,-1.863894,,20,2.995732274,3,0,1,0,1,0,1.755992096,0,0,WILTSHIRE,,
Preston Greyfriars,,Preston,1,Franciscan,"Friars Minor, Conventual",Friars,1539,53.75985,-2.703108,Worcester,,,3,0,1,0,1,1,3.426965331,0,,LANCASHIRE,,
Prinknash Abbey,,Gloucester,8,Benedictine,,Monks,1539,51.8225,-2.176111,,,,3,1,0,0,1,0,2.081601673,0,,GLOUCESTERSHIRE,,
Priory of St Mary's,,Chester,1,Benedictine,,Nuns,1539,53.187192,-2.894821,,66,4.189654742,3,1,0,0,1,0,3.243940893,1,66,CHESHIRE,1150,https://www.british-history.ac.uk/vch/ches/vol3/pp146-150 says middle 12th c
"Priory of St Thomas of Canterbury, Birmingham",,Birmingham,5,Augustinian,,Canons,1536,52.482,-1.895,,,,0,1,0,0,1,0,2.025378387,0,,WARWICKSHIRE,,
Prittlewell Priory,,Prittlewell,7,Benedictine,Cluniac,,1536,51.553185,0.704757,,155,5.043425117,0,1,0,0,1,0,0.823989434,0,0,ESSEX,,
Quarr Abbey,,Nr. Fishbourne,9,Cistercian,,Monks,1536,50.731026,-1.199889,Savigny,134,4.8978398,0,1,0,0,1,0,1.333067115,0,0,HAMPSHIRE,,
Quenington Preceptory,,Quenington,8,Augustinian,Knights Hospitaller,,1540,51.734291,-1.786995,,137,4.919980926,4,1,0,0,1,0,1.683899336,0,0,GLOUCESTERSHIRE,,
Ramsey Abbey,,Ramsey,7,Benedictine,,Monks,1537,52.448333,-0.100833,,1716,7.44775128,1,1,0,1,0,0,0.938491858,0,0,HUNTINGDONSHIRE,,
Ranton Abbey,,Ranton,5,Augustinian,,Canons,1537,52.81576,-2.24149,Haughmond,90,4.49980967,1,1,0,0,1,0,2.492748337,0,0,STAFFORDSHIRE,,
Ratlinghope Priory,,,5,Augustinian,,Canons,1538,52.566638,-2.882633,Wigmore,3,1.098612289,2,1,0,0,1,0,2.959582162,0,0,SHROPSHIRE,,
Ravenstonedale Priory,,Ravenstonedale,1,Gilbertine,,Canons,1539,54.43312,-2.429481,Watton Priory,,,3,0,1,0,1,1,3.726541649,0,,WESTMORLAND,,
Reading Abbey,,Reading,9,Benedictine,Cluniac,,1538,51.456328,-0.964956,,1938,7.569411792,2,1,0,1,0,0,0.848555106,0,0,BERKSHIRE,,
Redlingfield Priory,,Redlingfield,7,Benedictine,,Nuns,1537,52.290656,1.204414,,81,4.394449155,1,1,0,0,1,0,1.535730142,1,81,SUFFOLK,,
Reigate Priory,,Reigate,9,Augustinian,,Canons,1536,51.235427,-0.206452,,68,4.219507705,0,1,0,0,1,0,0.288437876,0,0,SURREY,,
Repton Priory,,Repton,6,Augustinian,,Canons,1538,52.840114,-1.552517,,118,4.770684624,2,1,0,0,1,0,1.956209442,0,0,DERBYSHIRE,,
Revesby Abbey,,Revesby,6,Cistercian,,Monks,1538,53.143343,-0.047003,Rievaulx,287,5.659482216,2,1,0,1,0,1,1.634889641,0,0,LINCOLNSHIRE,,
Rewley Abbey,,Oxford,9,Cistercian,,Monks,1536,51.754207,-1.267816,Thame,174,5.159055299,0,1,0,0,1,0,1.175365449,0,0,OXFORDSHIRE,,
Ribstone Preceptory,,,3,Augustinian,Knights Hospitaller,,1540,53.978617,-1.404051,,207,5.332718793,4,1,0,1,0,1,2.78347622,0,0,"YORKSHIRE, WEST RIDING",1217,https://www.british-history.ac.uk/vch/yorks/vol3/pp256-260
Richmond Greyfriars,,Richmond,3,Franciscan,"Friars Minor, Conventual",Friars,1539,54.404513,-1.73805,Newcastle,,,3,0,1,0,1,1,3.316993143,0,,"YORKSHIRE, NORTH RIDING",,
Rievaulx Abbey,,Rievaulx,3,Cistercian,,Monks,1538,54.257409,-1.116533,Clairvaux,278,5.627621114,2,1,0,1,0,1,2.923204521,0,0,"YORKSHIRE, NORTH RIDING",1131,https://www.english-heritage.org.uk/visit/places/rievaulx-abbey/
Robertsbridge Abbey,,Robertsbridge,9,Cistercian,,Monks,1538,50.990587,0.490791,Boxley,248,5.513428746,2,1,0,1,0,0,0.800336251,0,0,SUSSEX,,
Rocester Abbey,,Rocester,5,Augustinian,,Canons,1538,52.951243,-1.835296,,,,2,1,0,0,1,0,2.241861612,0,,STAFFORDSHIRE,,
Roche Abbey,,Maltby,3,Cistercian,,Monks,1538,53.402539,-1.183534,Newminster,224,5.411646052,2,1,0,1,0,1,2.171831825,0,0,"YORKSHIRE, WEST RIDING",1147,"https://www.english-heritage.org.uk/visit/places/roche-abbey/history/#:~:text=Roche%20Abbey%2C%20founded%20in%201147,100%20lay%20brothers%20and%20servants."
Rochester Cathedral,,Rochester,9,Benedictine,,Monks,1540,51.388933,0.503215,,486,6.186208624,4,1,0,1,0,0,0.633000433,0,0,KENT,,
Romsey Abbey,,Romsey,9,Benedictine,,Nuns,1539,50.98968,-1.50125,,393,5.973809612,3,1,0,1,0,0,1.477781048,1,393,HAMPSHIRE,,
Rosedale Abbey,,Ryedale,3,Cistercian,,Nuns,1536,54.353787,-0.887914,,37,3.610917913,0,1,0,0,1,1,2.946139524,1,37,"YORKSHIRE, NORTH RIDING",1158,https://historicengland.org.uk/services-skills/education/educational-images/rosedale-abbey-rosedale-east-side-7247
Rothwell Priory,,,6,Augustinian,,Canonesses,1537,52.424558,-0.805835,,5,1.609437912,1,1,0,0,1,0,1.144288323,1,5,NORTHAMPTONSHIRE,,
Royston Priory,,,7,Augustinian,,Canons,1537,52.047839,-0.021672,,86,4.454347296,1,1,0,0,1,0,0.546414814,0,0,HERTFORDSHIRE,,
Rufford Abbey,,Rufford,6,Cistercian,,Monks,1536,53.176455,-1.035669,Rievaulx,176,5.170483995,0,1,0,0,1,0,1.902368297,0,0,NOTTINGHAMSHIRE,1148,http://www.nottshistory.org.uk/Jacks1881/rufford.htm
Rye Austin Friars,,Rye,9,Augustinian,Austin Friars,Friars,1538,50.951783,0.734491,,,,2,1,0,0,1,0,1.019076853,0,,SUSSEX,,
Salisbury Blackfriars,,Salisbury,8,Dominican,,Friars,1538,51.069505,-1.799258,London,,,2,0,1,0,1,0,1.737909108,0,,WILTSHIRE,,
Salisbury Greyfriars,,Salisbury,8,Franciscan,"Friars Minor, Conventual",Friars,1538,51.064655,-1.791571,London,,,2,0,1,0,1,0,1.731715149,0,,WILTSHIRE,,
Sandford Preceptory,,Sandford,9,Augustinian,Knights Hospitaller,,1540,51.712858,-1.23137,,141,4.94875989,4,1,0,0,1,0,1.131601282,0,0,OXFORDSHIRE,,
Sandwich,,Sandwich,9,Carmelites,,Friars,1538,51.27333,1.338417,,,,2,0,1,0,1,0,1.475620026,0,,KENT,,
Sawley Abbey,,Sawley,1,Cistercian,,Monks,1536,53.91355,-2.341509,Newminster,147,4.990432587,0,1,0,0,1,1,3.274232763,0,0,"YORKSHIRE, WEST RIDING",1148,https://www.english-heritage.org.uk/visit/places/sawley-abbey/
Sawtry Abbey,,Sawtry,7,Cistercian,,Monks,1536,52.4275,-0.239444,Warden,141,4.94875989,0,1,0,0,1,0,0.925489393,0,0,HUNTINGDONSHIRE,,
Scarborough Blackfriars,,Scarborough,3,Dominican,,Friars,1539,54.284713,-0.39892,York,,,3,0,1,0,1,1,2.788887252,0,,"YORKSHIRE, NORTH RIDING",,
Scarborough Greyfriars,,Scarborough,3,Franciscan,"Friars Minor, Conventual",Friars,1539,54.285036,-0.39503,York,,,3,0,1,0,1,1,2.788819647,0,,"YORKSHIRE, NORTH RIDING",,
Scarborough Whitefriars,,Scarborough,3,Carmelites,,,1539,54.283373,-0.397841,,,,3,0,1,0,1,1,2.787445573,0,,"YORKSHIRE, NORTH RIDING",,
Seaton Priory,,Bootle,1,Benedictine,,Nuns,1537,54.297187,-3.372929,,,,1,1,0,0,1,1,4.285128142,1,,CUMBERLAND,1195,https://www.british-history.ac.uk/vch/cumb/vol2/pp174-178https://www.british-history.ac.uk/vch/cumb/vol2/pp192-194 between 1190 and 1200
Selby Abbey,,Selby,3,Benedictine,,Monks,1539,53.78406,-1.067159,,606,6.406879986,3,1,0,1,0,1,2.464155407,0,0,"YORKSHIRE, WEST RIDING",1069,https://www.selbyabbey.org.uk/a-brief-history-of-selby-abbey/
